service_id,Group_store,Item,Price,URL_Image
2924970720588960871,CHEW TEA,Mocha Cooler Ice Blend,45000,https://www.effoc.vn/uploads/images/product/30-0-Mocha%20Cooler.jpg
2924970720588960871,CHEW TEA,Salted Caramel Macchiato,45000,https://www.effoc.vn/uploads/images/product/107-0-Macchiato_S.jpg
2924970720588960871,CHEW TEA,Choco Caramel Cooler Ice Blended,50000,https://www.effoc.vn/uploads/images/product/36-0-choco%20caramel%20cooler.jpg
2924970720588960871,CHEW TEA,Choco Hazelnut Ice,45000,http://effoc.vn/uploads/images/product/10-0-Choco.jpg
2924970720588960871,CHEW TEA,Choco Matchafoam,50000,https://www.effoc.vn/uploads/images/product/109-0-Choco%20Matchafoam_S.jpg
2924970720588960871,CHEW TEA,Choco Strawberry Cooler Ice Blended,50000,https://www.effoc.vn/uploads/images/product/39-0-choco%20strawberry%20cooler.jpg
2924970720588960871,CHEW TEA,Blacktea Cheesefoam Pearl,45000,https://www.effoc.vn/uploads/images/product/112-0-blacktea%20cheesefoam%20pearl-.jpg
2924970720588960871,CHEW TEA,Tea Fruit Cheesefoam Pearl,50000,https://www.effoc.vn/uploads/images/product/113-0-teafruit%20cheesefoam%20pearl-.jpg
5903031011860056729,Cheese Coffee,Matcha Trân Châu Đường Đen,65000,https://images.foody.vn/res/g73/725994/s750x750/2018615104534-matcha-sua-tran-chau-duong-den.jpg
5903031011860056729,Cheese Coffee,Sữa tươi trân châu đường đen,62000,https://images.foody.vn/res/g73/725994/s750x750/2018615104713-tra-sua-tran-chau-duong-den.jpg
5903031011860056729,Cheese Coffee,Thanh Trà Nho,55000,https://images.foody.vn/res/g73/725994/s750x750/20181119181814-thanh-tra-nho.jpg
5903031011860056729,Cheese Coffee,Sữa Xoài Đá Xay,60000,https://images.foody.vn/res/g73/725994/s750x750/2018111918178-sua-xoai.jpg
5903031011860056729,Cheese Coffee,Latte Trân Châu Đường Đen,75000,https://images.foody.vn/res/g73/725994/s750x750/b5f99a6d-7f3a-4170-3a21-027ad9b0219b.jpg
5903031011860056729,Cheese Coffee,Sữa tươi Kem Trứng Trân Châu Đường Đen,65000,https://images.foody.vn/res/g73/725994/s750x750/b5f99a6d-7f3a-4170-3a21-027ad9b0219b.jpg
5903031011860056729,Cheese Coffee,Cacao Trân Châu Đường Đen,65000,https://images.foody.vn/res/g73/725994/s750x750/2018615105443-cacao.jpg
5903031011860056729,Cheese Coffee,Lục trà chanh dây thạch dừa,59000,https://images.foody.vn/res/g73/725994/s750x750/2018615103856-luc-tra-chanh-day-thach-dua-2-.jpg
5903031011860056729,Cheese Coffee,Nước Táo Nha Đam,55000,https://images.foody.vn/res/g73/725994/s750x750/2018615103941-nuoc-tao-nha-dam-2-.jpg
5903031011860056729,Cheese Coffee,Sữa Chanh Trân Châu,59000,https://images.foody.vn/res/g73/725994/s750x750/2018615103552-sua-chanh-2-.jpg
9039492385198365820,EARL TEA,Matcha Trân Châu Đường Đen,65000,https://images.foody.vn/res/g73/725994/s750x750/2018615104534-matcha-sua-tran-chau-duong-den.jpg
9039492385198365820,EARL TEA,Sữa tươi trân châu đường đen,62000,https://images.foody.vn/res/g73/725994/s750x750/2018615104713-tra-sua-tran-chau-duong-den.jpg
9039492385198365820,EARL TEA,Thanh Trà Nho,55000,https://images.foody.vn/res/g73/725994/s750x750/20181119181814-thanh-tra-nho.jpg
9039492385198365820,EARL TEA,Sữa Xoài Đá Xay,60000,https://images.foody.vn/res/g73/725994/s750x750/2018111918178-sua-xoai.jpg
9039492385198365820,EARL TEA,Latte Trân Châu Đường Đen,75000,https://images.foody.vn/res/g73/725994/s750x750/b5f99a6d-7f3a-4170-3a21-027ad9b0219b.jpg
9039492385198365820,EARL TEA,Sữa tươi Kem Trứng Trân Châu Đường Đen,65000,https://images.foody.vn/res/g73/725994/s750x750/b5f99a6d-7f3a-4170-3a21-027ad9b0219b.jpg
9039492385198365820,EARL TEA,Cacao Trân Châu Đường Đen,65000,https://images.foody.vn/res/g73/725994/s750x750/2018615105443-cacao.jpg
9039492385198365820,EARL TEA,Lục trà chanh dây thạch dừa,59000,https://images.foody.vn/res/g73/725994/s750x750/2018615103856-luc-tra-chanh-day-thach-dua-2-.jpg
9039492385198365820,EARL TEA,Nước Táo Nha Đam,55000,https://images.foody.vn/res/g73/725994/s750x750/2018615103941-nuoc-tao-nha-dam-2-.jpg
9039492385198365820,EARL TEA,Sữa Chanh Trân Châu,59000,https://images.foody.vn/res/g73/725994/s750x750/2018615103552-sua-chanh-2-.jpg
4612140123734925274,Effoc Coffee,Cappuccino MilkFoam Jelly Ice,50000,https://www.effoc.vn/uploads/images/product/94-0-Cappuccino%20Milkfoam%20Jelly.jpg
4612140123734925274,Effoc Coffee,Frappe Ice Blend,45000,https://www.effoc.vn/uploads/images/product/27-0-Frappe.jpg
4612140123734925274,Effoc Coffee,Mocha Cooler Ice Blend,45000,https://www.effoc.vn/uploads/images/product/30-0-Mocha%20Cooler.jpg
4612140123734925274,Effoc Coffee,Salted Caramel Macchiato,45000,https://www.effoc.vn/uploads/images/product/107-0-Macchiato_S.jpg
4612140123734925274,Effoc Coffee,Choco Caramel Cooler Ice Blended,50000,https://www.effoc.vn/uploads/images/product/36-0-choco%20caramel%20cooler.jpg
4612140123734925274,Effoc Coffee,Choco Hazelnut Ice,45000,http://effoc.vn/uploads/images/product/10-0-Choco.jpg
4612140123734925274,Effoc Coffee,Choco Matchafoam,50000,https://www.effoc.vn/uploads/images/product/109-0-Choco%20Matchafoam_S.jpg
4612140123734925274,Effoc Coffee,Choco Strawberry Cooler Ice Blended,50000,https://www.effoc.vn/uploads/images/product/39-0-choco%20strawberry%20cooler.jpg
4612140123734925274,Effoc Coffee,Blacktea Cheesefoam Pearl,45000,https://www.effoc.vn/uploads/images/product/112-0-blacktea%20cheesefoam%20pearl-.jpg
4612140123734925274,Effoc Coffee,Tea Fruit Cheesefoam Pearl,50000,https://www.effoc.vn/uploads/images/product/113-0-teafruit%20cheesefoam%20pearl-.jpg
4501300687807117702,Feeling Tea,Matcha Trân Châu Đường Đen,65000,https://images.foody.vn/res/g73/725994/s750x750/2018615104534-matcha-sua-tran-chau-duong-den.jpg
4501300687807117702,Feeling Tea,Sữa tươi trân châu đường đen,62000,https://images.foody.vn/res/g73/725994/s750x750/2018615104713-tra-sua-tran-chau-duong-den.jpg
4501300687807117702,Feeling Tea,Thanh Trà Nho,55000,https://images.foody.vn/res/g73/725994/s750x750/20181119181814-thanh-tra-nho.jpg
4501300687807117702,Feeling Tea,Sữa Xoài Đá Xay,60000,https://images.foody.vn/res/g73/725994/s750x750/2018111918178-sua-xoai.jpg
4501300687807117702,Feeling Tea,Latte Trân Châu Đường Đen,75000,https://images.foody.vn/res/g73/725994/s750x750/b5f99a6d-7f3a-4170-3a21-027ad9b0219b.jpg
4501300687807117702,Feeling Tea,Sữa tươi Kem Trứng Trân Châu Đường Đen,65000,https://images.foody.vn/res/g73/725994/s750x750/b5f99a6d-7f3a-4170-3a21-027ad9b0219b.jpg
4501300687807117702,Feeling Tea,Cacao Trân Châu Đường Đen,65000,https://images.foody.vn/res/g73/725994/s750x750/2018615105443-cacao.jpg
4501300687807117702,Feeling Tea,Lục trà chanh dây thạch dừa,59000,https://images.foody.vn/res/g73/725994/s750x750/2018615103856-luc-tra-chanh-day-thach-dua-2-.jpg
4501300687807117702,Feeling Tea,Nước Táo Nha Đam,55000,https://images.foody.vn/res/g73/725994/s750x750/2018615103941-nuoc-tao-nha-dam-2-.jpg
4501300687807117702,Feeling Tea,Sữa Chanh Trân Châu,59000,https://images.foody.vn/res/g73/725994/s750x750/2018615103552-sua-chanh-2-.jpg
3315835320223835013,Gongcha,Strawberry Earl Grey Latte,60000,https://gongcha.com.vn/wp-content/uploads/2018/08/Strawberry-Earl-grey-latte.png
3315835320223835013,Gongcha,Caramel Coffee Smoothie,58000,https://gongcha.com.vn/wp-content/uploads/2019/07/Ca-phe-da-xay-popcorn.png
3315835320223835013,Gongcha,Trà Phổ Nhĩ Mật Ong Latte,59000,https://gongcha.com.vn/wp-content/uploads/2019/10/LATTE-TRA-BO-LUY-1400x1400.png
3315835320223835013,Gongcha,Caramel Oolong Smoothie,58000,https://gongcha.com.vn/wp-content/uploads/2019/07/Oolong-da-xay-popcorn.png
3315835320223835013,Gongcha,Trà Sữa Đông Phương Mỹ Nhân Trân Châu Trắng,66000,https://gongcha.com.vn/wp-content/uploads/2019/04/TS-Dong-Phuong-My-Nhan-tc-1.png
3315835320223835013,Gongcha,Trà Bích Loa Xuân,53000,https://gongcha.com.vn/wp-content/uploads/2019/04/Bich-Loa-Xuan.png
3315835320223835013,Gongcha,Matcha Strawberry Cream,58000,https://gongcha.com.vn/wp-content/uploads/2019/03/Matcha-Milk-Tea-with-Strawberry-Milkfoam.png
3315835320223835013,Gongcha,Caramel Coffee Latte,59000,https://gongcha.com.vn/wp-content/uploads/2019/07/Ca-phe-popcorn-latte.png
3315835320223835013,Gongcha,Mango Matcha Latte,57000,https://gongcha.com.vn/wp-content/uploads/2018/06/Mango-Matcha-Latte.png
3315835320223835013,Gongcha,Trà Xanh Gong Cha,51000,https://gongcha.com.vn/wp-content/uploads/2018/02/Tr%C3%A0-Xanh-Milkfoam-2.png
7165089198541247961,HEEKCAA,Trà sữa Cake Cream,45000,https://images.foody.vn/res/g67/664629/s750x750/dd26272b-3680-42f4-b4bd-95bb3e312d74.jpg
7165089198541247961,HEEKCAA,Trà Vải Hạt Sen,55000,https://images.foody.vn/res/g67/664629/s750x750/2ed1180e-97f1-43d6-bcc5-94bea246d686.jpg
7165089198541247961,HEEKCAA,Trà Sữa Nướng,35000,https://images.foody.vn/res/g67/664629/s750x750/2349472d-0e94-4e64-9458-88b0d8be27ae.jpg
7165089198541247961,HEEKCAA,Trà Đào Cam Sả,45000,https://images.foody.vn/res/g67/664629/s750x750/d3f33bcb-98ad-4c7b-895d-dbe1807f5826.jpg
7165089198541247961,HEEKCAA,Trà Sữa Ruby,50000,https://images.foody.vn/res/g67/664629/s750x750/bf777630-03fa-4a10-acfd-a2a71e442b14.jpg
7165089198541247961,HEEKCAA,Yaourt Kem Trứng Nướng,69000,https://images.foody.vn/res/g67/664629/s750x750/074b7c98-b241-45f4-3fe9-06e66c5f0e2e.jpg
7165089198541247961,HEEKCAA,Trà Dâu Nam Mỹ Chanh Vàng,55000,https://images.foody.vn/res/g67/664629/s750x750/cae6ed4a-5854-4737-a9fe-8f5cd9d26166.jpg
7165089198541247961,HEEKCAA,Trà Xoài Hawaii Chanh Vàng,52000,https://images.foody.vn/res/g67/664629/s750x750/0b299651-3d86-4b12-8217-4364b594cb01.jpg
7165089198541247961,HEEKCAA,Traà Olong Nho Nam Mỹ,45000,https://images.foody.vn/res/g67/664629/s120x120/1a83d426-273c-4f01-adad-0fc3926724d6.jpg
7165089198541247961,HEEKCAA,Sữa tươi trân châu đường đen,45000,https://images.foody.vn/res/g67/664629/s120x120/c6b8fd65-0db3-4939-be6a-dd391a9803f6.jpg
7398373044743834494,HESTIA CAFÉ,Cappuccino MilkFoam Jelly Ice,50000,https://www.effoc.vn/uploads/images/product/94-0-Cappuccino%20Milkfoam%20Jelly.jpg
7398373044743834494,HESTIA CAFÉ,Frappe Ice Blend,45000,https://www.effoc.vn/uploads/images/product/27-0-Frappe.jpg
7398373044743834494,HESTIA CAFÉ,Mocha Cooler Ice Blend,45000,https://www.effoc.vn/uploads/images/product/30-0-Mocha%20Cooler.jpg
7398373044743834494,HESTIA CAFÉ,Salted Caramel Macchiato,45000,https://www.effoc.vn/uploads/images/product/107-0-Macchiato_S.jpg
7398373044743834494,HESTIA CAFÉ,Choco Caramel Cooler Ice Blended,50000,https://www.effoc.vn/uploads/images/product/36-0-choco%20caramel%20cooler.jpg
7398373044743834494,HESTIA CAFÉ,Choco Hazelnut Ice,45000,http://effoc.vn/uploads/images/product/10-0-Choco.jpg
7398373044743834494,HESTIA CAFÉ,Choco Matchafoam,50000,https://www.effoc.vn/uploads/images/product/109-0-Choco%20Matchafoam_S.jpg
7398373044743834494,HESTIA CAFÉ,Choco Strawberry Cooler Ice Blended,50000,https://www.effoc.vn/uploads/images/product/39-0-choco%20strawberry%20cooler.jpg
7398373044743834494,HESTIA CAFÉ,Blacktea Cheesefoam Pearl,45000,https://www.effoc.vn/uploads/images/product/112-0-blacktea%20cheesefoam%20pearl-.jpg
7398373044743834494,HESTIA CAFÉ,Tea Fruit Cheesefoam Pearl,50000,https://www.effoc.vn/uploads/images/product/113-0-teafruit%20cheesefoam%20pearl-.jpg
2632452905725643033,HƯƠNG NGUYÊN CAFÉ,Trà sữa Cake Cream,45000,https://images.foody.vn/res/g67/664629/s750x750/dd26272b-3680-42f4-b4bd-95bb3e312d74.jpg
2632452905725643033,HƯƠNG NGUYÊN CAFÉ,Trà Vải Hạt Sen,55000,https://images.foody.vn/res/g67/664629/s750x750/2ed1180e-97f1-43d6-bcc5-94bea246d686.jpg
2632452905725643033,HƯƠNG NGUYÊN CAFÉ,Trà Sữa Nướng,35000,https://images.foody.vn/res/g67/664629/s750x750/2349472d-0e94-4e64-9458-88b0d8be27ae.jpg
2632452905725643033,HƯƠNG NGUYÊN CAFÉ,Trà Đào Cam Sả,45000,https://images.foody.vn/res/g67/664629/s750x750/d3f33bcb-98ad-4c7b-895d-dbe1807f5826.jpg
2632452905725643033,HƯƠNG NGUYÊN CAFÉ,Trà Sữa Ruby,50000,https://images.foody.vn/res/g67/664629/s750x750/bf777630-03fa-4a10-acfd-a2a71e442b14.jpg
2632452905725643033,HƯƠNG NGUYÊN CAFÉ,Yaourt Kem Trứng Nướng,69000,https://images.foody.vn/res/g67/664629/s750x750/074b7c98-b241-45f4-3fe9-06e66c5f0e2e.jpg
2632452905725643033,HƯƠNG NGUYÊN CAFÉ,Trà Dâu Nam Mỹ Chanh Vàng,55000,https://images.foody.vn/res/g67/664629/s750x750/cae6ed4a-5854-4737-a9fe-8f5cd9d26166.jpg
2632452905725643033,HƯƠNG NGUYÊN CAFÉ,Trà Xoài Hawaii Chanh Vàng,52000,https://images.foody.vn/res/g67/664629/s750x750/0b299651-3d86-4b12-8217-4364b594cb01.jpg
2632452905725643033,HƯƠNG NGUYÊN CAFÉ,Traà Olong Nho Nam Mỹ,45000,https://images.foody.vn/res/g67/664629/s120x120/1a83d426-273c-4f01-adad-0fc3926724d6.jpg
2632452905725643033,HƯƠNG NGUYÊN CAFÉ,Sữa tươi trân châu đường đen,45000,https://images.foody.vn/res/g67/664629/s120x120/c6b8fd65-0db3-4939-be6a-dd391a9803f6.jpg
1103557715161564100,IHOUSE CAFÉ,Trà vải mỹ nhân,45000,http://www.tasterschoice.com.vn/storage/20770212_250092775501229_2766729946876535207_n.jpg
1103557715161564100,IHOUSE CAFÉ,Matcha Đậu Đỏ,50000,http://www.tasterschoice.com.vn/storage/IMG_2609.jpg
1103557715161564100,IHOUSE CAFÉ,Trà sữa đào đỏ,45000,http://www.tasterschoice.com.vn/storage/25659956_300883167088856_7380228945219067852_n.jpg
1103557715161564100,IHOUSE CAFÉ,Matcha cake cream,50000,http://tasterschoice.vn/storage/IMG_7052.jpg
1103557715161564100,IHOUSE CAFÉ,Kem cheese xoài,45000,http://tasterschoice.vn/storage/IMG_7087.jpg
1103557715161564100,IHOUSE CAFÉ,Trà táo đỏ kem cheese,40000,http://www.tasterschoice.com.vn/storage/25550529_301229490387557_4778200223180466463_n.jpg
1103557715161564100,IHOUSE CAFÉ,Trà đen kem cheese,40000,http://royaltea.com.vn/wp-content/uploads/2017/05/18-600x450.jpg
1103557715161564100,IHOUSE CAFÉ,Trà kem sữa sầu riêng,45000,http://www.tasterschoice.com.vn/storage/23561764_283783062132200_3162100881147851816_n.jpg
1103557715161564100,IHOUSE CAFÉ,Trà sữa Cake Cream,45000,http://www.tasterschoice.com.vn/storage/23659279_285968751913631_2523218889699768935_n.jpg
1103557715161564100,IHOUSE CAFÉ,Trà xoài nhiệt đới,48000,https://product.hstatic.net/1000075078/product/tra_dao_cam_sa_on_bg_master.jpg
3615982237552954784,KOI Thé,Trà sữa Cake Cream,45000,https://images.foody.vn/res/g67/664629/s750x750/dd26272b-3680-42f4-b4bd-95bb3e312d74.jpg
3615982237552954784,KOI Thé,Trà Vải Hạt Sen,55000,https://images.foody.vn/res/g67/664629/s750x750/2ed1180e-97f1-43d6-bcc5-94bea246d686.jpg
3615982237552954784,KOI Thé,Trà Sữa Nướng,35000,https://images.foody.vn/res/g67/664629/s750x750/2349472d-0e94-4e64-9458-88b0d8be27ae.jpg
3615982237552954784,KOI Thé,Trà Đào Cam Sả,45000,https://images.foody.vn/res/g67/664629/s750x750/d3f33bcb-98ad-4c7b-895d-dbe1807f5826.jpg
3615982237552954784,KOI Thé,Trà Sữa Ruby,50000,https://images.foody.vn/res/g67/664629/s750x750/bf777630-03fa-4a10-acfd-a2a71e442b14.jpg
3615982237552954784,KOI Thé,Yaourt Kem Trứng Nướng,69000,https://images.foody.vn/res/g67/664629/s750x750/074b7c98-b241-45f4-3fe9-06e66c5f0e2e.jpg
3615982237552954784,KOI Thé,Trà Dâu Nam Mỹ Chanh Vàng,55000,https://images.foody.vn/res/g67/664629/s750x750/cae6ed4a-5854-4737-a9fe-8f5cd9d26166.jpg
3615982237552954784,KOI Thé,Trà Xoài Hawaii Chanh Vàng,52000,https://images.foody.vn/res/g67/664629/s750x750/0b299651-3d86-4b12-8217-4364b594cb01.jpg
3615982237552954784,KOI Thé,Traà Olong Nho Nam Mỹ,45000,https://images.foody.vn/res/g67/664629/s120x120/1a83d426-273c-4f01-adad-0fc3926724d6.jpg
3615982237552954784,KOI Thé,Sữa tươi trân châu đường đen,45000,https://images.foody.vn/res/g67/664629/s120x120/c6b8fd65-0db3-4939-be6a-dd391a9803f6.jpg
2097810288464482195,LAHA COFFEE,Trà Hoa Hồng,45000,https://phuclong.com.vn/uploads/dish/4eef9292db8810-trhoahngphclong.png
2097810288464482195,LAHA COFFEE,Trà Ô Long Dâu,45000,https://phuclong.com.vn/uploads/dish/23fbc8fc31884c-dup.png
2097810288464482195,LAHA COFFEE,Trà Xanh Đá Xay,55000,https://phuclong.com.vn/uploads/dish/010dda166794bc-trxanhxayphclong.png
2097810288464482195,LAHA COFFEE,Trà Đào Đá Xay,65000,https://phuclong.com.vn/uploads/dish/83168aba00828b-troxayphclong.png
2097810288464482195,LAHA COFFEE,Cà Phê Dừa Xay Và Thạch,65000,https://phuclong.com.vn/uploads/dish/a2ec40df95344c-cphdaxayvthchphclong.png
2097810288464482195,LAHA COFFEE,Sô-Cô-La Cà Phê Đá Xay,55000,https://phuclong.com.vn/uploads/dish/4726c0494a3e25-sclacphxay.png
2097810288464482195,LAHA COFFEE,Trà Xanh Xay Cùng Hạnh Nhân,65000,https://phuclong.com.vn/uploads/dish/ad31f3f0f2ec87-trxanhxayalmond.png
2097810288464482195,LAHA COFFEE,Cà Phê Cappuccino Đá Xay,55000,https://phuclong.com.vn/uploads/dish/db0558db96dcb4-trsacphvikemti.png
2097810288464482195,LAHA COFFEE,Sô-Cô-La Trắng Đá Xay,55000,https://phuclong.com.vn/uploads/dish/43c58e2d748182-sclatrngxay.png
2097810288464482195,LAHA COFFEE,Táo Và Dâu Ép,50000,https://phuclong.com.vn/uploads/dish/82d9495c75a9f0-tovdup.jpg
5994303900897369131,LEE KIM CHI COFFEE,Trà vải mỹ nhân,45000,http://www.tasterschoice.com.vn/storage/20770212_250092775501229_2766729946876535207_n.jpg
5994303900897369131,LEE KIM CHI COFFEE,Matcha Đậu Đỏ,50000,http://www.tasterschoice.com.vn/storage/IMG_2609.jpg
5994303900897369131,LEE KIM CHI COFFEE,Trà sữa đào đỏ,45000,http://www.tasterschoice.com.vn/storage/25659956_300883167088856_7380228945219067852_n.jpg
5994303900897369131,LEE KIM CHI COFFEE,Matcha cake cream,50000,http://tasterschoice.vn/storage/IMG_7052.jpg
5994303900897369131,LEE KIM CHI COFFEE,Kem cheese xoài,45000,http://tasterschoice.vn/storage/IMG_7087.jpg
5994303900897369131,LEE KIM CHI COFFEE,Trà táo đỏ kem cheese,40000,http://www.tasterschoice.com.vn/storage/25550529_301229490387557_4778200223180466463_n.jpg
5994303900897369131,LEE KIM CHI COFFEE,Trà đen kem cheese,40000,http://royaltea.com.vn/wp-content/uploads/2017/05/18-600x450.jpg
5994303900897369131,LEE KIM CHI COFFEE,Trà kem sữa sầu riêng,45000,http://www.tasterschoice.com.vn/storage/23561764_283783062132200_3162100881147851816_n.jpg
5994303900897369131,LEE KIM CHI COFFEE,Trà sữa Cake Cream,45000,http://www.tasterschoice.com.vn/storage/23659279_285968751913631_2523218889699768935_n.jpg
5994303900897369131,LEE KIM CHI COFFEE,Trà xoài nhiệt đới,48000,https://product.hstatic.net/1000075078/product/tra_dao_cam_sa_on_bg_master.jpg
913123953496470035,LIBB HOUSE COFFEE,Trà Hoa Hồng,45000,https://phuclong.com.vn/uploads/dish/4eef9292db8810-trhoahngphclong.png
913123953496470035,LIBB HOUSE COFFEE,Trà Ô Long Dâu,45000,https://phuclong.com.vn/uploads/dish/23fbc8fc31884c-dup.png
913123953496470035,LIBB HOUSE COFFEE,Trà Xanh Đá Xay,55000,https://phuclong.com.vn/uploads/dish/010dda166794bc-trxanhxayphclong.png
913123953496470035,LIBB HOUSE COFFEE,Trà Đào Đá Xay,65000,https://phuclong.com.vn/uploads/dish/83168aba00828b-troxayphclong.png
913123953496470035,LIBB HOUSE COFFEE,Cà Phê Dừa Xay Và Thạch,65000,https://phuclong.com.vn/uploads/dish/a2ec40df95344c-cphdaxayvthchphclong.png
913123953496470035,LIBB HOUSE COFFEE,Sô-Cô-La Cà Phê Đá Xay,55000,https://phuclong.com.vn/uploads/dish/4726c0494a3e25-sclacphxay.png
913123953496470035,LIBB HOUSE COFFEE,Trà Xanh Xay Cùng Hạnh Nhân,65000,https://phuclong.com.vn/uploads/dish/ad31f3f0f2ec87-trxanhxayalmond.png
913123953496470035,LIBB HOUSE COFFEE,Cà Phê Cappuccino Đá Xay,55000,https://phuclong.com.vn/uploads/dish/db0558db96dcb4-trsacphvikemti.png
913123953496470035,LIBB HOUSE COFFEE,Sô-Cô-La Trắng Đá Xay,55000,https://phuclong.com.vn/uploads/dish/43c58e2d748182-sclatrngxay.png
913123953496470035,LIBB HOUSE COFFEE,Táo Và Dâu Ép,50000,https://phuclong.com.vn/uploads/dish/82d9495c75a9f0-tovdup.jpg
6243076211879184331,MR GOOD TEA,Matcha Trân Châu Đường Đen,65000,https://images.foody.vn/res/g73/725994/s750x750/2018615104534-matcha-sua-tran-chau-duong-den.jpg
6243076211879184331,MR GOOD TEA,Sữa tươi trân châu đường đen,62000,https://images.foody.vn/res/g73/725994/s750x750/2018615104713-tra-sua-tran-chau-duong-den.jpg
6243076211879184331,MR GOOD TEA,Thanh Trà Nho,55000,https://images.foody.vn/res/g73/725994/s750x750/20181119181814-thanh-tra-nho.jpg
6243076211879184331,MR GOOD TEA,Sữa Xoài Đá Xay,60000,https://images.foody.vn/res/g73/725994/s750x750/2018111918178-sua-xoai.jpg
6243076211879184331,MR GOOD TEA,Latte Trân Châu Đường Đen,75000,https://images.foody.vn/res/g73/725994/s750x750/b5f99a6d-7f3a-4170-3a21-027ad9b0219b.jpg
6243076211879184331,MR GOOD TEA,Sữa tươi Kem Trứng Trân Châu Đường Đen,65000,https://images.foody.vn/res/g73/725994/s750x750/b5f99a6d-7f3a-4170-3a21-027ad9b0219b.jpg
6243076211879184331,MR GOOD TEA,Cacao Trân Châu Đường Đen,65000,https://images.foody.vn/res/g73/725994/s750x750/2018615105443-cacao.jpg
6243076211879184331,MR GOOD TEA,Lục trà chanh dây thạch dừa,59000,https://images.foody.vn/res/g73/725994/s750x750/2018615103856-luc-tra-chanh-day-thach-dua-2-.jpg
6243076211879184331,MR GOOD TEA,Nước Táo Nha Đam,55000,https://images.foody.vn/res/g73/725994/s750x750/2018615103941-nuoc-tao-nha-dam-2-.jpg
6243076211879184331,MR GOOD TEA,Sữa Chanh Trân Châu,59000,https://images.foody.vn/res/g73/725994/s750x750/2018615103552-sua-chanh-2-.jpg
4637408188978709949,MR SẠCH COFFEE,Trà Hoa Hồng,45000,https://phuclong.com.vn/uploads/dish/4eef9292db8810-trhoahngphclong.png
4637408188978709949,MR SẠCH COFFEE,Trà Ô Long Dâu,45000,https://phuclong.com.vn/uploads/dish/23fbc8fc31884c-dup.png
4637408188978709949,MR SẠCH COFFEE,Trà Xanh Đá Xay,55000,https://phuclong.com.vn/uploads/dish/010dda166794bc-trxanhxayphclong.png
4637408188978709949,MR SẠCH COFFEE,Trà Đào Đá Xay,65000,https://phuclong.com.vn/uploads/dish/83168aba00828b-troxayphclong.png
4637408188978709949,MR SẠCH COFFEE,Cà Phê Dừa Xay Và Thạch,65000,https://phuclong.com.vn/uploads/dish/a2ec40df95344c-cphdaxayvthchphclong.png
4637408188978709949,MR SẠCH COFFEE,Sô-Cô-La Cà Phê Đá Xay,55000,https://phuclong.com.vn/uploads/dish/4726c0494a3e25-sclacphxay.png
4637408188978709949,MR SẠCH COFFEE,Trà Xanh Xay Cùng Hạnh Nhân,65000,https://phuclong.com.vn/uploads/dish/ad31f3f0f2ec87-trxanhxayalmond.png
4637408188978709949,MR SẠCH COFFEE,Cà Phê Cappuccino Đá Xay,55000,https://phuclong.com.vn/uploads/dish/db0558db96dcb4-trsacphvikemti.png
4637408188978709949,MR SẠCH COFFEE,Sô-Cô-La Trắng Đá Xay,55000,https://phuclong.com.vn/uploads/dish/43c58e2d748182-sclatrngxay.png
4637408188978709949,MR SẠCH COFFEE,Táo Và Dâu Ép,50000,https://phuclong.com.vn/uploads/dish/82d9495c75a9f0-tovdup.jpg
7006999597222169608,My Life Coffee,Matcha Trân Châu Đường Đen,65000,https://images.foody.vn/res/g73/725994/s750x750/2018615104534-matcha-sua-tran-chau-duong-den.jpg
7006999597222169608,My Life Coffee,Sữa tươi trân châu đường đen,62000,https://images.foody.vn/res/g73/725994/s750x750/2018615104713-tra-sua-tran-chau-duong-den.jpg
7006999597222169608,My Life Coffee,Thanh Trà Nho,55000,https://images.foody.vn/res/g73/725994/s750x750/20181119181814-thanh-tra-nho.jpg
7006999597222169608,My Life Coffee,Sữa Xoài Đá Xay,60000,https://images.foody.vn/res/g73/725994/s750x750/2018111918178-sua-xoai.jpg
7006999597222169608,My Life Coffee,Latte Trân Châu Đường Đen,75000,https://images.foody.vn/res/g73/725994/s750x750/b5f99a6d-7f3a-4170-3a21-027ad9b0219b.jpg
7006999597222169608,My Life Coffee,Sữa tươi Kem Trứng Trân Châu Đường Đen,65000,https://images.foody.vn/res/g73/725994/s750x750/b5f99a6d-7f3a-4170-3a21-027ad9b0219b.jpg
7006999597222169608,My Life Coffee,Cacao Trân Châu Đường Đen,65000,https://images.foody.vn/res/g73/725994/s750x750/2018615105443-cacao.jpg
7006999597222169608,My Life Coffee,Lục trà chanh dây thạch dừa,59000,https://images.foody.vn/res/g73/725994/s750x750/2018615103856-luc-tra-chanh-day-thach-dua-2-.jpg
7006999597222169608,My Life Coffee,Nước Táo Nha Đam,55000,https://images.foody.vn/res/g73/725994/s750x750/2018615103941-nuoc-tao-nha-dam-2-.jpg
7006999597222169608,My Life Coffee,Sữa Chanh Trân Châu,59000,https://images.foody.vn/res/g73/725994/s750x750/2018615103552-sua-chanh-2-.jpg
3771801775643244829,Passio,Trà vải mỹ nhân,45000,http://www.tasterschoice.com.vn/storage/20770212_250092775501229_2766729946876535207_n.jpg
3771801775643244829,Passio,Matcha Đậu Đỏ,50000,http://www.tasterschoice.com.vn/storage/IMG_2609.jpg
